Temperature,Peak_Position,Peak_Intensity,FWHM,Peak_Shift
25.0,25.640401527017442,270.03837830533035,0.22261790306860121,0.00016729410073240534
25.751503006012022,25.640827786423714,270.2612331600214,0.22262340797421673,0.0008522886806150096
26.50300601202405,25.6420167987975,270.05002327133315,0.2231095974352049,0.001987453585092576
27.25450901803607,25.64286936061072,270.3411806375726,0.22286626519814604,0.002170087113987985
28.006012024048097,25.643680784441855,270.3634905742152,0.22349061061470027,0.004091120186465943
28.75751503006012,25.64522659451418,270.69889921430666,0.22343019671790915,0.004438396773407053
29.509018036072142,25.646349371602806,270.9249965508609,0.22423344687143795,0.006586745520347789
30.260521042084168,25.647176817020107,270.5560985054869,0.2240664055194494,0.00640278046019793
31.012024048096194,25.64767807633295,270.63933798119757,0.22420856650363,0.007484713544359768
31.763527054108216,25.64897509689865,270.9849129277987,0.22444774715799923,0.008615236586339463
32.51503006012024,25.65019936529515,271.30958129122956,0.22459140683052756,0.009486331796461382
33.26653306613227,25.651382391130184,271.3340601279422,0.22455039252938616,0.011629420332114738
34.018036072144284,25.65196232611286,270.9655837376601,0.22518269386692052,0.012310741746165973
34.76953907815631,25.6530086614367,271.477075695784,0.22566893462332188,0.013148760755707693
35.521042084168336,25.654189964649344,271.13709051748094,0.2258812921464477,0.013325496825035369
36.27254509018036,25.654937061095673,271.51430822787177,0.2260348982619178,0.015132406230882167
37.02404809619239,25.655784739920776,271.6438303248089,0.22573050240755657,0.015676874972488434
37.77555110220441,25.656601250550803,271.3939046277678,0.22634038097288428,0.016795492373753936
38.52705410821643,25.657439324499787,271.6453411183419,0.22678995405257943,0.017817435153152015
39.278557114228455,25.659223190100935,271.55309197771555,0.22681581445165,0.018882459289183993
40.03006012024048,25.65993537977034,272.1707935425543,0.2269207072995492,0.019889252187562035
40.78156312625251,25.66036866682125,272.25983985275855,0.2266966105433958,0.021010452952620832
41.53306613226453,25.662936962615984,272.34816077021526,0.2274721250528849,0.02153119760967146
42.28456913827655,25.663265686692732,272.1166602375469,0.2280753473161238,0.023126044319761178
43.036072144288575,25.66381867513471,272.29337989809216,0.22848593861932903,0.024048099743911377
43.7875751503006,25.66545887710588,272.6019656786256,0.22828713865520678,0.02484681700936815
44.53907815631263,25.665373188935853,272.48088623640996,0.227702388010992,0.026011275947319397
45.29058116232465,25.667085250502986,272.5673595112822,0.22872745959323157,0.027144743034204076
46.04208416833667,25.668131178533276,272.54459831210164,0.22883785670852635,0.02797423166041301
46.7935871743487,25.66930380111705,273.1937514217319,0.22863197689195824,0.029026420060113745
47.54509018036072,25.670180159481163,273.026694799913,0.2289757872013786,0.030006444117845275
48.296593186372746,25.6707365215492,273.1925537626226,0.22935360613018013,0.03150298436314949
49.04809619238477,25.67163829496607,273.4715959527058,0.22985871321490828,0.031777025877114534
49.79959919839679,25.672982948112836,273.25874992885156,0.22982364633493865,0.03266147340066658
50.55110220440882,25.673553336769444,273.33019423102576,0.23004161470931953,0.03379701336740873
51.302605210420836,25.674980945344174,273.243110221075,0.2300725193357929,0.035516463158738236
52.054108216432866,25.6768667934525,273.41181841063735,0.22979448817998718,0.036950296933620286
52.80561122244489,25.676849828903137,273.6899542612979,0.23045859060801724,0.03698146505710137
53.55711422845691,25.678336180625973,273.75672359008405,0.2303926767133008,0.038111843983844956
54.30861723446894,25.6792117590335,274.28787379257983,0.23127252794118622,0.039830884170808434
55.06012024048096,25.679098229242143,274.12639966788623,0.23121071961913062,0.03987785131329666
55.811623246492985,25.681632824677997,273.89756591444825,0.23208440161516591,0.041056825946934716
56.56312625250501,25.68171665881994,274.11224148976805,0.23165058023116897,0.04192113823081057
57.31462925851703,25.682839899974752,274.4810338237702,0.2321728706899019,0.043523475100834604
58.06613226452906,25.684129958160526,274.4279860053581,0.23212739618581107,0.043728750677100775
58.81763527054108,25.685158354821553,274.6776044991562,0.23317534559705919,0.045681936928655464
59.569138276553105,25.686501657554878,274.8183801377736,0.2330566765382592,0.046056155316337444
60.32064128256513,25.687306672462526,274.8295052363201,0.23304745659570347,0.04743402592459739
61.07214428857715,25.688081603622926,274.722834606223,0.2333011425767873,0.04853897662969111
